title,node nr.,author,stadtbezirk,year,thema,wirkung,rank,status,desc,umsetzung,score_wenigergut,score_gut,ergebnis_haushaltsberatungen,stellungnahme_verwaltung,bezirksbeiratshinweis,gemeinderat_prueft,path,topic
Erweitern der Notfallpraxis im Marienhospital,2893,Gast,"
        Stuttgart-Süd      ",2013.0,Gesundheit,Ausgabe,517.0,,"Die Stuttgarter Notfallpraxis im Marienhospital ist zum einen von manchen Punkten aus nur mühsam und aufwendig zu erreichen wenn man kein Auto hat bzw aufgrund der Gesundheit nicht fahren kann, zum anderen, was viel gravierender ist, ist sie regelmässig überfordert mit der Patientenanzahl. Ich saß schon trotz akuter Schmerzen mehr als 4 Stunden im Wartezimmer.Hier sollte nachgebessert werden, mehr Geld für mehr Personal...Weil ein Arzt für ""Allgemeine"" Erkrankungen an einem Sonntag Mittag bei knall vollem Wartezimmer ist untragbar...",,-104,225,,,"



Der Vorschlag liegt nicht im Zuständigkeitsbereich des Bezirksbeirats Süd.


",nein,source_files/buergerhaushalt_27.html,Gesundheit
Behindertengerechte Bushaltestellen,2837,cms,"
        Weilimdorf      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,518.0,"

      Gemeinderat hat zugestimmt  
  

 
","Die Stuttgarter sind stolz auf ihre Stadtbahn. Das System ist zu fast 100% behindertengerecht. Viele Menschen mit persönlichen Handicap sind somit in der Lage ohne eigenes Auto mobil zu sein. Jedoch versagt das System in vielen Fällen beim Umsteigen oder Ein- und Aussteigen in Buslinien. Die SSB hat ihr früheres Versprechen gehalten, nur noch Niederflurbusse einzusetzen. Durch zusätzliches Neigen der Karosserie kann von der Bordsteinkante ebenerdig ein -und ausgestiegen werden. Voraussetzung ist aber eine Bordsteinhöhe an der Haltestelle von 18 cm. Die Stadtverwaltung soll den beschleunigten Ausbau der noch nicht behindertengerechten Haltestellen vorantreiben. Nach dem derzeitigen Tempo, müsste in den Außenbezirken sonst noch 400 Jahre gewartet werden, bis auch die letzte Bushaltestelle umgebaut ist. Als Finanzierungshilfe schlage ich vor, dass auch in den Außenbezirken das Parkraummanagement erweitert wird, weil dadurch erhebliche Einnahmen gewonnen werden können.","Die für die barrierefreie Umgestaltung von Bushaltestellen bereitgestellten Mittel werden im Doppelhaushalt 14/15 vollständig umgesetzt (Umrüstung von ca.10 Haltestellen pro Jahr). Darüber hinaus werden weitere Bushaltestellen im Zuge von Umgestaltungen und Straßenbaumaßnahmen umgerüstet.
",-97,218,"Für Barrierefreiheit und Sicherheit von Fußgängern im öffentlichen Straßenraum werden pauschal zusätzlich in den Jahren 2014/2015 je 400.000 EUR bereitgestellt. Damit werden 
Maßnahmen für die Barrierefreiheit und Sicherheit von Fußgängern im öffentlichen Straßenraum, barrierefreie Bushaltestellen,  Verbesserungen an Gleisüberwegen (Z-Überwege)  und Querungshilfen an Straßen umgesetzt.",,"



Der Bezirksbeirat unterstützt den sukzessiven behindertengerechten Umbau der Bushaltestellen der SSB. Dabei ist die Haltestelle Ernst-Reuter-Platz bevorzugt zu behandeln.


",nein,source_files/buergerhaushalt_27.html,"Busse, Bahnen (ÖPNV)"
ESG/Patrizia-Wohnungen zurück kaufen,5861,Vadder,"
        Stuttgart-Nord      ",2013.0,"Wohnungsbau, Wohnen",Ausgabe,519.0,,"Im Jahr 2012 wollte die Stadt 3900 ESG-Wohnungen im ganzen Stadtgebiet von der LBBW erwerben, um preiswerten Wohnraum zu erhalten. Das gelang damals nicht. Der neue Eigentümer/Immobilienspekulant Patrizia AG/Augsburg erwirtschaftet nach Medienberichten damit jetzt eine Rendite von 8 %. Dies wird dadurch erreicht, dass die Patrizia die Mietpreise konsequent nach oben treibt und damit die wirtschaftlich oft schwachen Mieter in Zukunft aus ihren Wohnungen und aus dem Stadtgebiet vertreibt.Wenn es der Stadtverwaltung mit dem Ziel des Erhalts von preiswertem Wohnraum ernst ist, muss sie jetzt Rückkaufverhandlungen mit der Patrizia AG und ihrem Verwalter Südewo aufnehmen.",,-138,258,,,"



Dieser Vorschlag wird durch den Bezirksbeirat Nord nicht unterstützt. Die Stadt hat inzwischen, z. B. mit der beschlossenen Erhaltungssatzung oder auch der Anwendung des SIM bei Aufsiedlungsmaßnahmen entlang der Nordbahnhofstrasse, einen anderen Weg zur Sicherung des sozialen Gefüges im Nordbahnhofviertel beschritten.


",nein,source_files/buergerhaushalt_27.html,"Wohnungsbau, Wohnen"
Beschilderte(s) Radwege(konzept) auf Nebenstrecken,5760,Gast,"
        Stuttgart (gesamt)      ",2013.0,Radverkehr,Ausgabe,520.0,,"Vorschlag: Planung von Radrouten, die wo möglich durch Grünflächen und über Nebenstrecken führen und gut beschildert sind. An schwierigen Stellen muss auch in Brücken und Tunnels investiert werden. Es muss ein Gesamt-Konzept für Stuttgart mit Radrouten durch die ganze Stadt und in alle Wohngebiete ohne große Umwege geben.Negatives Beispiel Nebenstrecken: In Bad Cannstatt soll eine Spur der Waiblinger Straße und der Nürnberger Straße nach Fellbach in einen Radweg umgewandelt werden (korrekt?). Die Straßen sind stark befahren und ich kann mir nicht vorstellen, wie dort ein schöner Radweg entstehen soll. Parallel könnte man über Wildunger Straße, Ebitzweg, Lorcher Straße und Im Geiger nach Fellbach radeln - dummerweise muss man in der Unterführung zwischen Wildunger Straße und Ebitzweg Treppen steigen ...Negatives Beispiel Konzept und Beschilderung: Ich befinde mich am Cannstatter Carré und möchte durch den Schlossgarten in die Stadt radeln. Der aus meiner Sicht einzige schöne Weg über den Neckar führt über die überdachte Holzbrücke (die ja demnächst abgerissen werden soll), und den muss man erst einmal finden. Andere Wege über den Neckar sind hier für Fahrradfahrer mit zahlreichen Hindernissen verbunden.Negatives Beispiel Beschilderung: Ich möchte durch den Schlossgarten am Hauptbahnhof vorbei zum Schlossplatz. Im Stadtpark gibt es ab Neckartor weder Radweg noch irgendeine Beschilderung - man kämpft sich so zwischen den Fußgängern durch, wenn man denn weiß, wo man lang muss.Hinweis: Dieser Vorschlag zum Thema ""Radwege auf Nebenstrecken"" ist als Ergänzung zum Vorschlag ""Radguide für Stuttgart"" mit etwas anderem Schwerpunkt zu sehen.",,-127,247,,,,nein,source_files/buergerhaushalt_27.html,Verkehr
Taubenabwehr - Etwa durch Falken,2666,schriftlich ein...,"
        Stuttgart (gesamt)      ",2013.0,"Sicherheit, Ordnung",Ausgabe,521.0,,Es sollten seitens der Stadt dringend Maßnahmen zur Dezimierung des zunehmenden Taubenbestandes in der Stadt ergriffen werden.In Frankfurt haben sich beispielsweise speziell geschulte Falken bewährt.,,-117,237,,,,nein,source_files/buergerhaushalt_27.html,"Sicherheit, Ordnung"
Fahrplan - Taktung,4115,Gast,"
        Hedelfingen      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,522.0,,"Periphere Stadtteile, wie Rohracker, sind, im Vergleich zu den übrigen Stadtgebieten benachteiligt, weil die Fahrpläne des ÖPNV ausgedünnt sind. Die Takte sind größer und in den Abendstunden oder an Wochenenden viel länger. Dadurch ist auch kein Angleich an den Umsteigehaltestellen möglich, weil andere Linien höhere Takte fahren. Dies führt, vor allem in den Abendstunden, zu unzumutbar langen Wartezeiten von bis zu 29 Minuten.Deshalb sollen die Takte aller Busse aufeinander abgeglichen werden.",,-109,229,,,"



Dieser Vorschlag ist aus Sicht des Bezirksbeirates nicht haushaltsrelevant.


",nein,source_files/buergerhaushalt_27.html,"Busse, Bahnen (ÖPNV)"
Behindertengerechter Auf-/Abgang S-Bahn-Station Nürnberger Straße,3167,supr,"
        Bad Cannstatt      ",2013.0,Verkehr,Ausgabe,523.0,,"Um von der Nürnberger Straße (U-Bahn) zum Krankenhaus Bad Cannstatt zu kommen, muss man eine lange Treppe hochsteigen, bei der es keinerlei Möglichkeit gibt, Kinderwagen, Rollstühle, Koffer hochziehen zu können. Die einzige Strecke ohne Treppe besteht auf entgegengesetzter Seite, die speziell Krankenhausbesuchern (meist Senioren und/oder gehbehindert) überhaupt nichts bringt.Da ein Fahrstuhl zu kostenintensiv ist und vermutlich Vandalismus ausgesetzt wäre, würde zumindest ein ""Schienenaufbau"" helfen, um Objekte mit Rollen besser hoch und runter bringen zu können.",,-98,218,,,,nein,source_files/buergerhaushalt_27.html,Verkehr
Einheitliche Kindergartenplatzvergabe für Kinder über 3 Jahre,4334,almo,"
        Stuttgart (gesamt)      ",2013.0,"Kinder, Jugend, Familie",kostenneutral,524.0,,"Analg zum neuen Vergabeverfahren für die Plätze in Kindertagesstätten (für Kinder von 1 bis 3 Jahren) könnte auch die Vergabe für ältere Kinder durch eine zentrale Stelle erfolgen. Dies würde zum einen den Arbeitsaufwand für die Kindergärten reduzieren (Annahme und Archivierung der Anträge, Kontakthalten mit den Familien, Auswahl der Kinder), und zum anderen bedeutet es auch eine Erleichterung für die Eltern, die ihre Kinder nicht bei vielen verschiedenen Einrichtungen anmelden müssten.Natürlich fällt die Arbeit dafür an zentraler Stelle an, aber diese Strukturen werden derzeit ohnehin für die ""Kleinkinder"" geschaffen. Der zusätzliche Aufwand dürfte sich somit in Grenzen halten. Ggf. könnte man auch für eine zeitliche Entzerrung sorgen und unterschiedliche Zeiträume für die Aufnahme von Kleinkinder und Kindergartenkinder vorsehen.",,-129,248,,,,nein,source_files/buergerhaushalt_27.html,"Kinder, Jugend, Familie"
Lärmgedrosseltes Laubsaugen und -Blasen durch emissionlose Akkugeräte,4614,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Energie, Umwelt",Ausgabe,525.0,,Marburg reinigt mit solchen Geräten ( Laubbläsern) seit 2007 ihre Strassen und Grünanlagen mit Erfolg.Nachzulesen in der Spiegel 48/2012Titel: Leise im Laub,,-125,244,,,,nein,source_files/buergerhaushalt_27.html,"Energie, Umwelt"
Solaranlage auf dem Dach des Wagenburggymnasiums,3262,Gast,"
        Stuttgart-Ost      ",2013.0,"Energie, Umwelt",Ausgabe,527.0,,"Das Wagenburggymnasium liegt sehr exponiert oben auf dem Berg. Deshalb würde sich eine Photovoltaik- oder wärmeerzeugende Solaranlage auf jeden Fall rentieren. Das würde zwar zunächst Geld kosten, auf Dauer aber Geld einsparen (bei Wärmeerzeugung) oder Geld einbringen (bei einer PV-Anlage).Wenn es beim WBG gut läuft, könnte man ähnliche Anlagen auch auf Dächern anderer öffentlicher Gebäude planen.Zusätzlicher Nutzen - die Umwelterziehung der Schüler wäre nicht nur in leeren Worten, sondern in konkreten Taten umgesetzt. Anderswo bauten die Schüler sogar eine Solaranlage unter fachgerechter Anleitung selbst auf (ein Alzeyer Gymnasium in Rheinland-Pfalz).",,-123,242,,,"



Der Bezirksbeirat Stuttgart-Ost regt an, den Vorschlag zur Installation einer Photovoltaik- und Solaranlage auf dem Dach des Wagenburggymnasiums zu prüfen. Dabei sollen auch die Belange des Denkmalschutzes berücksichtigt werden.


",nein,source_files/buergerhaushalt_27.html,"Energie, Umwelt"
Familieneintrittskarte für Hallen-/Freibäder,3791,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Sport, Bäder",kostenneutral,528.0,,"In Stuttgarter Hallen-/Freibädern fehlt eine klassische Familien-Eintrittskarte. Es gibt in Freibädern zwar eine Kleingruppenkarte, welche aber nur für 5 Personen mit max. 2 Erwachsene gilt.Wenn wir nun mit unserer 6-köpfigen-Familie ins Freibad gehen, bezahlen wir eine Kleingruppenkarte plus ein Kind extra. Insgesamt 15 Euro!!!! Viele Familien können sich dies trotz Familienkarte nicht mehr leisten. Durch Einführung einer Familienkarte egal, ob drei oder sechs Kinder einer Familie angehören, würden wieder mehr Familien ins Freibad gehen können und dadurch die Besucherzahlen und bestimmt auch die Einkünfte für die Stadt steigen! Am Bodensee gehen wir als Familie für sage und schreibe 6 Euro ins Strandbad inklusive zwei Becken, See, Strand, Rutsche...! So etwas würde ich mir für Stuttgart wünschen.Als Kind konnten meine Eltern mit uns Kindern - falls es das Wetter zugelassen hat - dank einer Abknippskarte fast täglich ins Freibad gehen. Heute können sich dies viele gar nicht mehr leisten. Und dies ist für daheim gebliebene Familien in den sechs Wochen Sommerferien bitter.",,-120,239,,,,nein,source_files/buergerhaushalt_27.html,"Sport, Bäder"
Überflüssige Ampelanlagen einsparen und in Zebrastreifen umwandeln,3938,Gast,"
        Stuttgart (gesamt)      ",2013.0,Verkehr,Ausgabe,529.0,,"Es gibt in Stuttgart eine Vielzahl überflüssiger Bedarfsampelanlagen, die hohe Kosten in Anschaffung sowie Unterhalt verursachen. Viele davon könnten ganz einfach durch Zebrastreifen ersetzt werden, dies würde Kosten sparen und ganz nebenbei auch Fußgängern wie Autofahrern ein flüssigeres Vorankommen erlauben. Beispiele, ich betone: nur Beispiele, hierfür sind die Ampel am Löwenplatz in Weilimdorf auf der Höhe der BW-Bank, die Ampel über die Laustraße in Sonnenberg auf der Höhe des Lebensmittelgeschäfts sowie die vielen Ampeln, die zu Haltestellen der Stadtbahn führen. Letztere durch Zebrastreifen zu ersetzen, würde zusätzlich zur Kosteneinsparung sogar noch die Sicherheit erhöhen: derzeit überqueren viele Bürgerinnen und Bürger, insbesondere auch Kinder, diese Ampeln bei Rot, wenn sie sehen, dass ihre Stadtbahn einfährt. Ein Zebrastreifen, bei dem die Autos nach Bedarf anhalten, würde dieses Problem lösen.",,-114,233,,,,nein,source_files/buergerhaushalt_27.html,Verkehr
Sauberkeit in Bad Cannstatt,3215,Gast,"
        Bad Cannstatt      ",2013.0,"Abfall, Sauberkeit",Ausgabe,530.0,"

      Gemeinderat hat teilweise zugestimmt  
  

 
","Wir stellen mit Entsetzen fest, dass unser Stadtteil immer mehr vermüllt. Die Stadt muss etwas mehr Geld in die Hand nehmen. Abfallbehälter abbauen ist doch totaler Quatsch!Die Kinder muss man ansprechen über die Schulen und die Erwachsenen über die Presse! Die Aktion kann z. B. heißen: ""Wir wollen in einer sauberen Stadt wohnen"". Die neue politische Richtung kann hier beweisen, ob sie etwas auf die Beine stellen kann und auch ihr Wahlversprechen einlösen! Man muss natürlich viele Bürger erreichen und deshalb muss eine solche Aktion immer wieder durchgeführt werden. Ich habe mir zu diesem Thema nichts vorzuwerfen. Wenn ich in der Stadt zu Fuß unterwegs bin, lese ich den herumliegenden Abfall laufend auf, aber dann kommt das nächste Problem, dass ich keinen Abfallbehälter finde!Mitbürger, die früher in Bad Cannstatt gelebt haben, sagen uns, dass Bad Cannstatt in Bezug auf Sauberkeit mit weitem Abstand Schlußlicht ist! Leider.Bad Cannstatt ist durch Volksfest, Frühlingsfest, Fußball, viele Veranstaltungen in Porsche-Arena und Schleyerhalle gegenüber den anderen Stadtteilen wahnsinnig belastet und dem sollte man beim Thema Sauberkeit unbedingt Rechnung tragen.","Der Innenbereich von Bad Cannstatt inklusive Bahnhof wird mindestens 5 mal wöchentlich gereinigt. Ab 2015 ist eine ""Task Force"" zur Reinigung von Verschmutzungsschwerpunkten vorgesehen.
",-111,230,"Im Rahmen der Haushaltsplanberatungen wurde dem Gemeinderat ein 10-Punkte-Programm zur Sauberkeit vorgelegt. Für die Umsetzung der den Eigenbetrieb Abfallwirtschaft Stuttgart betreffenden Maßnahmen hat der Gemeinderat zusätzliche Mittel beschlossen, die im städtischen Haushalt ab 2014  bzw. ab 2015 zur Verfügung gestellt und dem Eigenbetrieb AWS künftig als erhöhte Leistungsentgelte zufließen werden.",,,nein,source_files/buergerhaushalt_27.html,"Abfall, Sauberkeit"
Sicherer Gehweg zur Wolfbuschschule,3745,Gast,"
        Weilimdorf      ",2013.0,Verkehr,Ausgabe,531.0,,"In Stuttgart-Weilimdorf erreichen die Kinder, die aus dem Wohngebiet Wolfbusch und von der Deidesheimer Straße kommen, die Wolfbuschschule nur, wenn Sie auf der Zufahrtstraße zu den Parkplätzen und der Gaststätte „Trompetle“ laufen. Ein Gehweg zur Grundschule fehlt! Dies ist sicher einmalig in Stuttgart und eine große Gefahrenstelle (rückwärts ausparkende Autos usw.).Nach jahrelangem, erfolglosem Kampf um einen sicheren Schulweg für die Kinder derWolfbuschschule, konnte eine eigens gegründete Elterninitiative vor wenigen Monaten eine provisorischen Trampelpfad mit Rindenmulch anlegen, der hinter den Parkplätzen entlang führt. Durch diesen Weg wird verhindert, dass die Kinder auf der Straße/dem Parkplatz durch ein- und ausparkende Autos gefährdet werden. Leider kann der Mulchpfad nicht saubergehalten oder im Winter geräumt werden. Zum Asphaltieren des GehwegsFehlen nach Auskunft des Tiefbauamtes allerdings die Mittel. Der Elternbeirat und alle Eltern beantragen daher dringend, die Mittel für eine dauerhafte Befestigung des Pfades bereitzustellen, damit die vielen Grundschulkinder auch im Winter und bei schlechtem Wetter sicher zur größten Grundschule Stuttgarts kommen.",,-111,230,,,"



Der Bezirksbeirat befürwortet die Befestigung des provisorischen Schulweges vor dem kommenden Winter.


",nein,source_files/buergerhaushalt_27.html,Verkehr
Grünfläche am Bismarckplatz aufwerten,4024,jotu,"
        Stuttgart-West      ",2013.0,"Grünflächen, Wald, Friedhöfe",Ausgabe,532.0,"

      Gemeinderat hat abgelehnt  
  

 
","Die kleine Grünfläche am Bismarckplatz zwischen Schwab-, Vogelsang- und Bismarckstraße (dort, wo der Mammutbaum stand) könnte als zusätzliche Aufenthaltsfläche gestaltet werden. Dazu könnten einige Bänke und vielleicht ein paar Spielgeräte aufgestellt werden. Die Eisdiele sollte Tische aufstellen dürfen. Und die Hunde sollen ihr Geschäft künftig bitte woanders verrichten...",,-109,228,Aufgrund der begrenzten Finanzmittel hat die Mehrheit des Gemeinderats andere Prioritäten gesetzt.,,"



Die Fläche ist Teil der Sanierung S 28 und könnte in diesem Zusammenhang neu gestaltet werden. Siehe auch Vorschlag Nr. 5550


",nein,source_files/buergerhaushalt_27.html,"Grünflächen, Wald, Friedhöfe"
Buslinie 91 Sindelfingen-Botnang-Feuerbach - Takt erhöhen,4817,Galle,"
        Botnang      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,533.0,"

      ist offen  
  

 
",Die Buslinie 91 fährt von Montag bis Freitag nur zweimal in der Stunde und wird gegen 21:30 Uhr eingestellt. Samstag und Sonntag fährt die Linie 91 nur einmal stündlich und endet gegen 18:30 Uhr.Der Fahrbetrieb soll entsprechend der U-Bahn-Zeiten verlängert werden und auch am Wochenende mindestens zweimal stündlich verkehren.,,-104,223,"Der Haushaltsantrag, der diesen Vorschlag aus dem Bürgerhaushalt aufgegriffen hatte, wurde zurückgezogen (Zuständigkeit liegt bei der SSB). Ein Beschluss wurde in den Haushaltsplanberatungen nicht gefasst.",,"



Der Bezirksbeirat befürwortet diesen Vorschlag. Die bisherige Fahrfrequenz ist zu gering.


",nein,source_files/buergerhaushalt_27.html,"Busse, Bahnen (ÖPNV)"
